beer_id,look,smell,taste,feel,overall,score,num_reviews
100,3.427012609117362,3.149854510184287,3.091658583899127,3.1285160038797284,3.180407371483996,3.1220353662937566,2771
101,3.7714924346629988,3.514614855570839,3.6606774415405776,3.6327372764786796,3.7181052269601103,3.5881366255144034,6075
102,3.797156832772852,3.5410424946499544,3.6928309385509017,3.6418526444512382,3.7609293793946805,3.670326688102894,7775
103,3.4999007542675664,3.3209606986899565,3.3466653433902342,3.3949980150853514,3.4541484716157207,3.3335950704225352,5680
104,3.863200934579439,3.663142523364486,3.823481308411215,3.7583528037383176,3.9109228971962615,3.737660341354818,9433
108,3.4843652282676674,3.406347717323327,3.1810506566604126,3.269230769230769,3.201844903064415,3.157990902198635,3957
115,3.616707616707617,3.6044226044226044,3.667076167076167,3.6222358722358723,3.595208845208845,3.6609586776859504,605
116,3.4268953068592056,3.3339350180505414,3.4088447653429603,3.368231046931408,3.509025270758123,3.4089176470588236,425
117,3.5084745762711864,3.4298493408662902,3.4322033898305087,3.3422787193973633,3.446798493408663,3.4181740976645436,942
120,3.6363636363636362,3.5740469208211145,3.502932551319648,3.4560117302052786,3.5483870967741935,3.477,570
125,3.6858638743455496,3.7395287958115184,3.735602094240838,3.735602094240838,3.825916230366492,3.700862068965517,290
141,4.200825193667901,4.0778881778376554,4.197372852812395,4.12032670932974,4.207393061636915,4.150314857330272,6098
142,4.247588087248322,4.121329697986577,4.179949664429531,4.09574244966443,4.101510067114094,4.163672594814656,4667
143,3.946969696969697,3.952651515151515,3.9678030303030303,3.9204545454545454,3.9545454545454546,3.9604954954954956,222
145,3.712878787878788,3.606818181818182,3.4757575757575756,3.425,3.568939393939394,3.5288323917137476,531
146,3.777120717781403,3.6180668841761827,3.695962479608483,3.590742251223491,3.75652528548124,3.6258754701211866,2393
147,3.7080318379160637,3.6134225759768452,3.6517727930535457,3.638205499276411,3.6921128798842258,3.627802940007946,2517
148,3.832049920339883,3.6763143919277748,3.7922198619224643,3.7241104620286776,3.8770578863515666,3.7204293665518153,3773
158,3.674496644295302,3.3942953020134228,3.3741610738255035,3.402684563758389,3.37248322147651,3.3842307692307694,338
159,3.8103562005277043,3.6151055408970976,3.7147097625329817,3.7107519788918206,3.8202506596306067,3.7081923355025306,1383
171,3.2946916471506635,2.9523809523809526,3.140124902419984,3.112607338017174,3.2468774395003903,3.1189541832669323,3012
175,3.5,3.3197674418604652,3.3517441860465116,3.3575581395348837,3.4651162790697674,3.377190082644628,121
176,3.8425324675324677,3.732142857142857,3.8376623376623376,3.6623376623376624,3.8198051948051948,3.721953488372093,215
178,3.675,3.4725,3.4625,3.23,3.4575,3.4774418604651163,129
179,3.8742774566473988,3.718208092485549,3.820809248554913,3.8309248554913293,3.929190751445087,3.8118248175182483,274
181,3.977216748768473,3.9913793103448274,4.025246305418719,3.940270935960591,3.894088669950739,3.9726384364820846,614
184,3.847360912981455,3.778708987161198,3.9686162624821684,3.8534236804564905,3.9737874465049927,3.9261273792093703,2732
185,4.183333333333334,4.0299435028248585,4.082768361581921,4.044632768361582,4.0005649717514125,4.078943548387096,1240
186,3.8925570228091235,3.7097839135654262,3.8718487394957983,3.819327731092437,3.918067226890756,3.829350736278447,1494
192,3.663949275362319,3.490036231884058,3.641304347826087,3.5842391304347827,3.720108695652174,3.552327188940092,434
193,3.795990566037736,3.7275943396226414,3.7370283018867925,3.6037735849056602,3.8455188679245285,3.722622950819672,305
194,3.675675675675676,3.4572072072072073,3.5675675675675675,3.581081081081081,3.858108108108108,3.631554404145078,193
195,3.9367088607594938,3.8220655926352127,3.950230149597238,3.882336018411968,3.9930955120828537,3.8992351274787533,3883
196,4.007751937984496,3.804263565891473,3.951550387596899,3.891472868217054,4.036821705426356,3.8915104166666667,192
197,4.304950495049505,4.1219059405940595,4.243316831683169,4.141707920792079,4.224381188118812,4.194935097353969,4006
198,4.161558219178082,4.074229452054794,4.208561643835616,4.079880136986302,4.213270547945205,4.177694251421352,6332
199,3.9154605263157896,3.878453947368421,3.9167763157894737,3.9200657894736843,3.7460526315789475,3.8412865497076023,2736
205,3.7447826086956524,3.575072463768116,3.542028985507246,3.5452173913043477,3.616231884057971,3.568462441314554,3408
206,3.6348387096774193,3.452258064516129,3.534516129032258,3.399032258064516,3.608064516129032,3.520104961832061,1048
211,3.9065217391304348,3.8195652173913044,3.882608695652174,3.9347826086956523,3.9108695652173915,3.8901666666666666,120
213,3.8420221169036335,3.6441548183254344,3.7954186413902056,3.736176935229068,3.8420221169036335,3.749037037037037,1215
214,3.729057591623037,3.56151832460733,3.6924083769633507,3.6793193717277486,3.8219895287958114,3.6986625194401244,643
217,3.904672897196262,3.7850467289719627,3.8546728971962616,3.8018691588785045,3.833177570093458,3.817097142857143,875
225,3.9682672934855607,3.856783075889859,4.003525856279382,3.9257891202149096,4.0308932169241105,3.9394256034219373,3273
226,4.22071475843812,4.15957974851092,4.306254136333554,4.156105228325612,4.270433487756453,4.242305832577818,6618
227,3.78,3.7,3.86,3.8,3.95,3.8967901234567903,81
228,4.086366348448688,3.893496420047733,4.12917661097852,4.062649164677804,4.188096658711217,4.062657550535078,3364
229,4.129022082018928,3.934858044164038,4.121451104100946,4.061514195583596,4.153627760252366,4.072213114754098,3294
230,3.393867924528302,3.2900943396226414,3.2004716981132075,3.172169811320755,3.327830188679245,3.1779041916167663,167
231,3.7257462686567164,3.548507462686567,3.6940298507462686,3.587686567164179,3.794776119402985,3.609740932642487,193
232,2.4434106830122593,2.1455779334500877,2.3273861646234675,2.405100700525394,2.5024080560420314,2.343356441363374,5193
233,2.134122919334187,1.8863636363636365,1.9212548015364916,2.012483994878361,2.0624199743918052,1.9604213075060533,2065
255,3.819556451612903,3.7379032258064515,3.9294354838709675,3.869959677419355,3.998991935483871,3.7930348258706466,402
257,3.8125,3.730769230769231,3.8461538461538463,3.6971153846153846,3.8461538461538463,3.797857142857143,70
259,3.9192982456140353,3.792105263157895,3.8719298245614033,3.9035087719298245,3.8973684210526316,3.7946761133603237,494
260,4.213774597495528,4.118515205724508,4.194991055456172,4.119409660107334,4.161896243291592,4.162998897464168,907
262,3.808266932270916,3.7211155378486054,3.731573705179283,3.6000996015936253,3.8097609561752988,3.746221837088388,577
264,2.745169082125604,2.4667874396135265,2.5030193236714977,2.698671497584541,2.789855072463768,2.630796992481203,665
270,3.6765232974910393,3.5560035842293907,3.628584229390681,3.613351254480287,3.7347670250896057,3.590868852459016,1220
271,3.7806451612903227,3.495967741935484,3.689516129032258,3.6233870967741937,3.757258064516129,3.661235059760956,753
272,3.7467783505154637,3.6204896907216493,3.6469072164948453,3.5760309278350517,3.7493556701030926,3.6571983914209114,746
273,3.865271226415094,3.7732900943396226,3.9722877358490565,3.8826650943396226,3.9537146226415096,3.871142365097589,1742
275,3.0714285714285716,2.7142857142857144,2.7857142857142856,2.9285714285714284,3.107142857142857,2.8944444444444444,18
276,4.014111289031225,3.9316453162530025,4.084217373899119,3.988390712570056,4.137710168134507,4.032286721706226,11628
278,3.5528846153846154,3.394230769230769,3.4711538461538463,3.3125,3.5576923076923075,3.4332307692307693,65
279,4.018145161290323,3.809274193548387,3.956989247311828,3.8471774193548387,3.9868279569892473,3.893321602598809,3694
283,4.18527851458886,3.957294429708223,4.103050397877984,4.008753315649868,4.113395225464191,4.064230657780353,3451
284,3.861111111111111,4.029411764705882,3.9362745098039214,3.7369281045751634,3.834967320261438,3.912008928571429,224
287,3.29453125,3.0515625,3.06796875,3.1640625,3.1796875,3.1065359477124184,612
288,3.8743131868131866,3.7039835164835164,3.8221153846153846,3.7472527472527473,3.776098901098901,3.7574655172413793,580
289,3.681640625,3.564453125,3.646484375,3.51171875,3.6484375,3.567591623036649,191
290,3.9583333333333335,3.74375,3.8875,3.775,3.8520833333333333,3.8400510204081635,196
291,3.8684615384615384,3.58,3.5538461538461537,3.476923076923077,3.5876923076923077,3.5690017513134853,571
293,3.7299771167048057,3.557780320366133,3.7185354691075516,3.660183066361556,3.719679633867277,3.589201065246338,751
294,3.858108108108108,3.6554054054054053,3.722972972972973,3.7094594594594597,3.695945945945946,3.7255,40
296,3.7804136253041363,3.6891727493917275,3.827250608272506,3.7062043795620436,3.7664233576642334,3.7180032206119162,621
297,4,3.8861047835990887,3.931662870159453,3.8029612756264237,3.9208428246013667,3.8783021483021485,1443
298,3.765677966101695,3.5957627118644067,3.6669491525423727,3.596186440677966,3.7046610169491525,3.5359660468876313,1237
299,3.4865062761506276,3.390899581589958,3.3734309623430963,3.381276150627615,3.4510460251046027,3.3943260944501894,5802
300,3.5993150684931505,3.4280821917808217,3.5547945205479454,3.589041095890411,3.565068493150685,3.5336486486486485,74
307,3.646868250539957,3.4184665226781856,3.549136069114471,3.603131749460043,3.783477321814255,3.525803996194101,1051
310,3.4718601895734595,3.379443127962085,3.0906398104265405,3.1318127962085307,3.101303317535545,3.2033291058972733,1577
311,3.714695153725899,3.580510682647212,3.635226680562793,3.6280614903595625,3.755080771235018,3.624133867546547,4243
312,3.6300904977375565,3.411764705882353,3.483031674208145,3.5282805429864252,3.733031674208145,3.521302211302211,407
313,3.851639344262295,3.5991803278688526,3.6672131147540985,3.6762295081967213,3.7454918032786884,3.6713306451612904,1240
314,3.859080188679245,3.698702830188679,3.8095518867924527,3.714622641509434,3.8667452830188678,3.79643059490085,706
318,3.5707547169811322,3.3160377358490565,3.382412398921833,3.4258760107816713,3.597708894878706,3.4129637096774195,1488
319,3.5238095238095237,3.306547619047619,3.505952380952381,3.4107142857142856,3.7261904761904763,3.390285714285714,105
321,3.8242835595776774,3.5720211161387634,3.7722473604826545,3.646681749622926,3.8099547511312215,3.7265364583333334,1152
322,4.038461538461538,3.792307692307692,3.776923076923077,3.75,3.75,3.7435443037974685,79
324,3.8260869565217392,3.6684782608695654,3.6684782608695654,3.5489130434782608,3.652173913043478,3.5981967213114756,61
325,3.75,3.580246913580247,3.675925925925926,3.5709876543209877,3.70679012345679,3.6282075471698114,106
328,3.538,3.402,3.384,3.456,3.562,3.3814018691588785,214
329,3.946132596685083,3.841160220994475,3.9226519337016574,3.755524861878453,3.93232044198895,3.9078925619834712,242
330,3.7810344827586206,3.617241379310345,3.606896551724138,3.56551724137931,3.6724137931034484,3.635104166666667,192
331,3.9346153846153844,3.7240384615384614,3.8259615384615384,3.770192307692308,3.8201923076923077,3.8014285714285716,385
332,2.4257462686567166,2.1237562189054726,2.296268656716418,2.3304726368159203,2.5435323383084576,2.196661020537794,4723
334,3.9767441860465116,3.703488372093023,3.9040697674418605,3.875,3.9244186046511627,3.9431060606060604,132
336,3.5863095238095237,3.455357142857143,3.568452380952381,3.5297619047619047,3.65625,3.5898015873015874,252
337,3.703125,3.421875,3.59375,3.578125,3.609375,3.5576315789473685,38
339,3.7666666666666666,3.533333333333333,3.533333333333333,3.6333333333333333,3.6666666666666665,3.5005,20
344,3.9523809523809526,3.8333333333333335,3.880952380952381,3.7976190476190474,3.7857142857142856,3.7425,28
345,3.293599257884972,3.6479591836734695,3.4693877551020407,3.329313543599258,3.485621521335807,3.439688128772636,994
346,3.5,3.4583333333333335,3.375,3.375,3.4895833333333335,3.347826086956522,46
347,3.6414473684210527,3.330592105263158,3.3963815789473686,3.432565789473684,3.508223684210526,3.375,262
353,4.017520612485277,3.8367196702002357,3.8963486454652534,3.7815076560659597,3.8825088339222615,3.858016387845681,2929
354,3.722366710013004,3.5708712613784135,3.647919375812744,3.6332899869960986,3.477893368010403,3.5608445706174594,1409
355,3.923790776152981,3.8082817772778403,3.9990860517435323,3.9191507311586053,4.001265466816648,3.943647620276022,7753
356,4.304446978335234,4.108608893956671,4.127137970353478,4.180444697833523,3.88939566704675,4.030819672131147,1281
358,4.066746126340882,4.163587604290822,4.165673420738975,4.089988081048868,4.029201430274136,4.115011952191235,1255
361,3.9934826203208558,3.9142713903743314,4.018883689839572,3.9461898395721926,4.0133689839572195,3.9653072625698322,2327
363,3.935560859188544,3.799821002386635,3.9015513126491648,3.850835322195704,3.954952267303103,3.829815573770492,1464
364,3.6148208469055376,3.50814332247557,3.547231270358306,3.6164495114006514,3.679967426710098,3.562098765432099,486
382,3.810634328358209,3.892723880597015,3.908582089552239,3.797574626865672,3.9906716417910446,3.86296875,384
383,3.8720238095238093,3.7194940476190474,3.890625,3.7782738095238093,3.9888392857142856,3.862591093117409,494
384,3.6758241758241756,3.6085164835164836,3.7733516483516483,3.7884615384615383,3.9601648351648353,3.77402390438247,251
385,3.675675675675676,3.4932432432432434,3.6596283783783785,3.685810810810811,3.7635135135135136,3.6008893709327547,461
403,3.8230088495575223,3.5427728613569323,3.6626106194690267,3.6792035398230087,3.7293510324483776,3.6224583663758922,1261
406,3.5671965317919074,3.31864161849711,3.4248554913294798,3.435693641618497,3.5895953757225434,3.4526929982046677,557
407,3.597513089005236,3.477094240837696,3.56282722513089,3.605366492146597,3.7414921465968587,3.5912841091492775,623
408,3.947877652933833,3.8093008739076155,3.835518102372035,3.7421972534332086,3.8773408239700373,3.831229444009397,1277
409,3.7827681026581117,3.6280934922089827,3.7703941338221814,3.7532080659945004,3.879468377635197,3.7757114721811917,2031
410,3.9517158818834797,3.823024740622506,3.940343176376696,3.843774940143655,4.011572226656026,3.8952957879791765,2113
411,3.935936631461923,3.97568093385214,4.072262367982212,3.9936075597554197,4.045580878265703,4.043329473074696,3454
412,4.39488486552997,4.218711548602566,4.333626296361399,4.255185445596766,4.247407277201617,4.298605634926969,12529
448,4.143072289156627,4.093206157965194,4.197289156626506,4.135542168674699,4.147255689424364,4.14307264511644,2877
454,3.9166666666666665,4.083333333333333,4.255208333333333,4.015625,4.135416666666667,4.128865979381443,97
459,4.095193213949105,4.068331762488219,4.138784165881244,4.0572573044297835,3.9620640904806788,4.070345572354212,1852
461,3.582369942196532,3.4783236994219653,3.4783236994219653,3.4060693641618496,3.6242774566473988,3.4541434262948205,251
466,3.891744548286604,3.807242990654206,3.865264797507788,3.8228193146417446,3.986760124610592,3.81516462841016,1063
467,3.75,3.525,3.690625,3.721875,3.93125,3.685839416058394,137
471,3.7596153846153846,3.519230769230769,3.6634615384615383,3.644230769230769,3.644230769230769,3.6766037735849055,53
472,3.8,3.7,3.9,3.9,4,3.827142857142857,14
476,3.7857142857142856,3.5918367346938775,3.7806122448979593,3.7193877551020407,3.8622448979591835,3.647466666666667,75
477,4.125,3.7222222222222223,3.8194444444444446,3.7916666666666665,3.9166666666666665,3.75125,24
483,4,3.6363636363636362,4.090909090909091,4.136363636363637,4.181818181818182,4.061875,16
485,3.986111111111111,3.5416666666666665,3.8194444444444446,3.5555555555555554,3.8472222222222223,3.6868181818181816,22
488,3.9545454545454546,3.8863636363636362,3.9545454545454546,3.8636363636363638,3.977272727272727,3.8026470588235295,34
510,4.0673076923076925,4.214743589743589,4.243589743589744,4.211538461538462,4.185897435897436,4.26514705882353,136
513,3.7560975609756095,3.6951219512195124,3.768292682926829,3.7896341463414633,3.817073170731707,3.7644525547445253,137
514,3.7880434782608696,3.6032608695652173,3.739130434782609,3.6902173913043477,3.739130434782609,3.743627450980392,102
515,3.9906542056074765,3.899532710280374,3.960280373831776,3.8761682242990654,3.960280373831776,3.950880503144654,159
538,3.6315789473684212,3.476973684210526,3.664473684210526,3.5723684210526314,3.7434210526315788,3.6107042253521127,142
539,3.892857142857143,3.9107142857142856,3.9107142857142856,3.7857142857142856,3.7857142857142856,3.835,26
540,3.7857142857142856,3.5214285714285714,3.492857142857143,3.6,3.585714285714286,3.6043396226415094,53
541,3.739130434782609,3.9130434782608696,3.717391304347826,3.717391304347826,3.891304347826087,3.8402857142857143,35
552,3.8201754385964914,3.767543859649123,3.7960526315789473,3.7609649122807016,3.7960526315789473,3.760255319148936,235
553,3.6484375,3.65234375,3.51953125,3.48828125,3.5625,3.5432520325203254,123
554,3.8986486486486487,3.6283783783783785,3.614864864864865,3.5,3.668918918918919,3.680980392156863,51
556,3.608974358974359,3.3333333333333335,3.3846153846153846,3.480769230769231,3.41025641025641,3.3045205479452053,73
567,2.6956601021152444,2.476659372720642,2.6551787016776074,2.710247994164843,2.8674325309992708,2.593263263263263,2997
570,3.7725659229208923,3.5915314401622718,3.704868154158215,3.662018255578093,3.787525354969574,3.6340679886685554,1765
580,2.955366922234392,2.5481927710843375,2.8514512595837895,2.866785323110624,3.0876232201533407,2.6913521126760562,3905
581,3.819915254237288,3.6737288135593222,3.7457627118644066,3.7288135593220337,3.8283898305084745,3.740710059171598,169
588,3.0991561181434597,2.8660337552742616,3.0654008438818567,3.0949367088607596,3.212025316455696,2.8959631490787268,597
592,3.7748447204968945,3.650621118012422,3.7251552795031055,3.7282608695652173,3.8245341614906834,3.7337238493723848,239
593,4.116190765492102,3.971142162818955,4.051336573511543,3.9886087484811665,4.076245443499393,4.0657914719626165,3424
607,3.7272183846971307,3.5023246546227416,3.6255977683315623,3.5959750265674812,3.7072263549415516,3.5971654949224416,8961
608,3.829896907216495,3.7094072164948453,3.832474226804124,3.776417525773196,3.919458762886598,3.7775179856115106,556
611,4.078717639975918,3.9540939193257074,4.007676098735701,3.947019867549669,3.9872065021071643,3.985582266625039,3203
615,4.105077574047955,3.964386459802539,4.074929478138223,3.9850141043723553,4.064703808180536,4.052175908221797,2615
619,3.9049202127659575,3.7007978723404253,3.828457446808511,3.815159574468085,3.7819148936170213,3.7805321100917433,545
621,3.890625,3.609375,3.96875,3.8125,4.0625,3.6083333333333334,24
622,4.188485804416404,4.067507886435331,4.174921135646688,4.084069400630915,4.126340694006309,4.126919465511015,2769
623,3.9215867158671585,3.7506150061500616,3.8809963099630997,3.8198031980319804,3.914821648216482,3.8376841448189762,1602
632,4.237277353689567,4.111323155216285,4.192748091603053,4.131043256997455,4.208651399491094,4.171128712871287,505
643,3.0477019498607243,3.2190111420612815,2.8746518105849583,2.808844011142061,2.9143454038997216,2.978719866999169,1203
649,3.9629032258064516,3.837096774193548,3.9725806451612904,3.817741935483871,3.9193548387096775,3.8575454545454546,220
653,2.2002595155709344,1.9269031141868511,2.0493079584775087,2.1786332179930796,2.2257785467128026,1.786716621253406,1468
665,3.95875,3.842,3.9555,3.889125,4.01325,3.8779280821917808,3504
667,3.4675,3.2080882352941176,3.4191176470588234,3.3594117647058823,3.4952941176470587,3.349021801491681,3486
670,2.274832214765101,2.0634228187919463,2.214765100671141,2.2436241610738255,2.3697986577181207,2.033393665158371,1768
680,4.2707539466521505,4.103905824714208,4.193317909635275,4.148884050081655,4.076075122482308,4.149214559386973,6786
681,3.7357142857142858,3.6392857142857142,3.817857142857143,3.767857142857143,3.8857142857142857,3.7724770642201833,109
691,3.9745972738537794,3.7413258983890954,3.813816604708798,3.793370508054523,3.858116480793061,3.7840434192673,1474
693,3.6046901172529315,3.2127303182579565,3.263819095477387,3.353852596314908,3.385678391959799,3.237431279620853,1055
694,4.002829064919595,4.079511614055986,4.182251340083383,4.09261465157832,4.13013698630137,4.147158469945355,2928
696,3.649484536082474,3.4697164948453607,3.5753865979381443,3.6063144329896906,3.6349871134020617,3.546014440433213,1385
702,3.7156084656084656,3.5753968253968256,3.6712962962962963,3.7073412698412698,3.734126984126984,3.6065161775771255,1329
708,3.880434782608696,3.641304347826087,3.7989130434782608,3.8043478260869565,3.8496376811594204,3.79497461928934,197
709,4.078498293515358,4.045709410043881,4.057654802535349,4.008776206728425,4.056435884934179,4.0535164330039075,4351
714,3.868794326241135,3.654255319148936,3.8617021276595747,3.8297872340425534,3.879432624113475,3.780049751243781,201
715,3.8620689655172415,3.7844827586206895,4,3.6206896551724137,4.025862068965517,3.906216216216216,37
717,3.6950980392156865,3.5950980392156864,3.696078431372549,3.5740196078431374,3.7627450980392156,3.655928338762215,921
718,2.8045751633986926,2.376797385620915,2.5330065359477123,2.6405228758169934,2.664052287581699,2.395921875,1280
719,3.8333333333333335,3.45,3.7083333333333335,3.4833333333333334,3.675,3.6710526315789473,38
730,3.6153846153846154,3.644230769230769,3.7115384615384617,3.7115384615384617,3.8461538461538463,3.648125,80
732,3.634888438133874,3.327079107505071,3.3301217038539552,3.347870182555781,3.3539553752535496,3.3558612440191387,836
734,3.8474729241877257,3.881768953068592,3.9422382671480145,3.8077617328519855,3.916967509025271,3.885842105263158,380
735,3.841614906832298,3.6661490683229814,3.7732919254658386,3.765527950310559,3.768633540372671,3.7758285714285713,350
736,3.896039603960396,3.707095709570957,3.8514851485148514,3.867986798679868,3.937293729372937,3.857154882154882,594
737,3.7981770833333335,3.5833333333333335,3.7486979166666665,3.7057291666666665,3.8424479166666665,3.7871820448877807,401
738,4.091917024320458,3.979256080114449,4.084048640915594,3.967811158798283,4.1001430615164525,4.069314960629921,1270
740,3.938858695652174,3.746739130434783,3.9108695652173915,3.8657608695652175,3.9445652173913044,3.8855670103092783,1843
741,3.99692118226601,3.7795566502463056,3.9045566502463056,3.895935960591133,3.9544334975369457,3.9197642679900744,806
751,3.704193376068376,3.5850694444444446,3.6680021367521367,3.6371527777777777,3.717280982905983,3.6436091410559497,3807
757,3.911764705882353,3.6029411764705883,3.7794117647058822,3.764705882352941,3.764705882352941,3.5986206896551725,29
768,4.120253164556962,3.9177215189873418,3.920886075949367,3.8180379746835444,3.8449367088607596,3.8745205479452056,219
788,3.734423676012461,3.595404984423676,3.7258566978193146,3.7083333333333335,3.82904984423676,3.6558454545454544,1100
793,3.8061023622047245,3.8252952755905514,3.90501968503937,3.8080708661417324,3.918307086614173,3.8615676359039193,791
794,3.8712792906903104,3.7165927802406586,3.920519316022799,3.869854338188727,3.955034832172261,3.8407295208655334,3235
795,3.981981981981982,3.824324324324324,3.9245495495495497,3.8671171171171173,3.8626126126126126,3.8673831775700935,321
798,2.720720720720721,2.2995495495495497,2.2094594594594597,2.52027027027027,2.3085585585585586,2.1648275862068966,203
802,3.7472677595628414,3.703551912568306,3.6325136612021858,3.5901639344262297,3.6762295081967213,3.6545205479452054,292
809,2.4105263157894736,2.113157894736842,2.2578947368421054,2.305263157894737,2.2263157894736842,1.9941089108910892,202
810,2.8073104693140793,2.5045126353790614,2.7423285198555956,2.7779783393501805,2.865974729241877,2.5124848484848483,1320
820,3.623015873015873,3.265873015873016,3.380952380952381,3.384920634920635,3.4087301587301586,3.375625,80
824,3.54275092936803,3.4684014869888475,3.5780669144981414,3.5650557620817844,3.746282527881041,3.5724651162790697,430
829,3.6790123456790123,3.498456790123457,3.574074074074074,3.6481481481481484,3.632716049382716,3.5923735408560313,257
832,3.1945093457943927,2.9766355140186915,3.133469626168224,3.0984228971962615,3.290303738317757,3.121726272352132,1454
833,3.563276397515528,3.3466614906832297,3.4468167701863353,3.49805900621118,3.6385869565217392,3.470822060353798,961
837,2.141726943942134,1.9570524412296564,2.0841998191681737,2.138336347197107,2.3512658227848102,2.0384715172024817,5319
844,3.209375,2.878125,3.025,3.103125,3.071875,2.94680981595092,163
846,3.949,3.682,3.8433333333333333,3.7533333333333334,3.812,3.737780772686433,1113
848,2.706135902636917,2.438387423935091,2.616125760649087,2.6731744421906694,2.77079107505071,2.5314916864608077,2105
855,2.701923076923077,2.417307692307692,2.5673076923076925,2.605769230769231,2.728846153846154,2.4318623481781376,247
865,2.9279538904899134,2.63328530259366,2.7752161383285303,2.8400576368876083,2.9048991354466858,2.652889245585875,623
870,3.0088682432432434,2.745777027027027,2.9852195945945947,2.9966216216216215,3.0874155405405403,2.784334719334719,962
876,3.21256038647343,2.9432367149758454,3.1896135265700485,3.178743961352657,3.3381642512077296,3.0778980891719745,314
901,3.949626865671642,3.833955223880597,3.7779850746268657,3.587686567164179,3.6921641791044775,3.788421052631579,190
902,3.4793198529411766,3.3318014705882355,3.1176470588235294,3.1603860294117645,3.0519301470588234,3.163374384236453,812
